field_id,metric,unit,source_page,section_path,table_name,confidence,value_map,source_text
annual_cscec_2025_report_field_ff09d9eab4,流动负债,,302,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""29,864,844"", ""v2"": ""29,853,980""}","非流动负债；29,864,844；29,853,980"
annual_cscec_2025_report_field_32e77dceb5,总负债,,302,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""91,631,831"", ""v2"": ""80,652,100""}","负债合计；91,631,831；80,652,100"
annual_cscec_2025_report_field_ee92065cae,所有者权益,,302,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""6,155,196"", ""v2"": ""6,425,393"", ""v3"": ""31,395,867""}","少数股东权益；6,155,196；6,425,393；31,395,867"
annual_cscec_2025_report_field_87afcf56c7,所有者权益,,302,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""31,621,347"", ""v2"": ""12,442,182"", ""v3"": ""12,531,540"", ""v4"": ""12,442,182"", ""v5"": ""12,531,540"", ""v6"": ""2,312,261""}","归属于母公司股东权益；31,621,347；按持股比例享有的净资产份额；12,442,182；12,531,540；投资的账面价值；12,442,182；12,531,540；存在公开报价投资的公允价值；2,312,261"
annual_cscec_2025_report_field_d0e9ab48d4,营业收入,,302,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""36,874,435"", ""v2"": ""45,895,252"", ""v3"": ""816,342"", ""v4"": ""944,903"", ""v5"": ""549,331"", ""v6"": ""1,215,841""}","营业收入；36,874,435；45,895,252；所得税费用；(816,342 )；(944,903 )；净利润；549,331；1,215,841；其他综合收益"
annual_cscec_2025_report_field_bf637c3b8f,所有者权益,,303,审计报告 > 八、 在其他主体中的权益（续）,八、 在其他主体中的权益（续）,0.58,"{""v1"": ""165""}",少数股东权益中核算。本集团不存在向该等结构化主体提供财务支持的义务和；意图。；165
annual_cscec_2025_report_field_dfccec79af,营业收入,,304,审计报告 > 九、 政府补助,财务报表,0.58,"{""v1"": ""133,329"", ""v2"": ""4,167""}","业外收入；他收益；变动；相关；与资产相关；中建二局广东建设基地一期；133,329；-；-；(4,167 )"
annual_cscec_2025_report_field_6d722ecf58,营业收入,,304,审计报告 > 九、 政府补助,财务报表,0.58,"{""v1"": ""77"", ""v2"": ""16,729"", ""v3"": ""550,757"", ""v4"": ""669,526"", ""v5"": ""506,565"", ""v6"": ""534,972""}","计入营业外收入；77；16,729；与收益相关的政府补助；550,757；669,526；计入其他收益；506,565；534,972"
annual_cscec_2025_report_field_842074f62e,营业收入,,304,审计报告 > 九、 政府补助,财务报表,0.58,"{""v1"": ""44,192"", ""v2"": ""134,554"", ""v3"": ""573,995"", ""v4"": ""696,178"", ""v5"": ""166""}","计入营业外收入；44,192；134,554；合计；573,995；696,178；166"
annual_cscec_2025_report_field_452f576799,流动负债,,307,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""12,924,642"", ""v2"": ""12,924,642"", ""v3"": ""95,003,430"", ""v4"": ""161,769,451"", ""v5"": ""227,574,783""}","其他流动负债；12,924,642；-；-；-；12,924,642；长期借款；95,003,430；161,769,451；227,574,783"
annual_cscec_2025_report_field_f196772fdb,流动负债,,307,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""2,190,714"", ""v2"": ""2,190,714"", ""v3"": ""65,373,614"", ""v4"": ""436,000"", ""v5"": ""2,402""}","其他非流动负债；2,190,714；-；-；-；2,190,714；财务担保合同；65,373,614；436,000；2,402"
annual_cscec_2025_report_field_2167147f3d,流动负债,,307,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""97,791,032"", ""v2"": ""140,545,636"", ""v3"": ""265,935,250"", ""v4"": ""159,375,982"", ""v5"": ""663,647,900"", ""v6"": ""21,885,205"", ""v7"": ""20,523,171"", ""v8"": ""60,291,650""}","其他流动负债；97,791,032；140,545,636；265,935,250；159,375,982；663,647,900；长期借款；21,885,205；20,523,171；60,291,650"
annual_cscec_2025_report_field_1fb7f4b72f,流动负债,,307,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""103,182,542"", ""v2"": ""2,654,114"", ""v3"": ""815,678"", ""v4"": ""3,112,517"", ""v5"": ""109,764,851"", ""v6"": ""1,362,576,967"", ""v7"": ""174,758,804"", ""v8"": ""334,041,680""}","其他非流动负债；103,182,542；2,654,114；815,678；3,112,517；109,764,851；财务担保合同；1,362,576,967；174,758,804；334,041,680"
annual_cscec_2025_report_field_7c8589ddde,流动负债,,307,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""169""}",注：上述长期借款、应付债券、租赁负债、长期应付款及其他非流动负债均包；含一年内到期的部分。；169
annual_cscec_2025_report_field_6f10d3d0d4,利率,,308,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""2025"": ""2025"", ""2024"": ""31"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""394,142,732"", ""v5"": ""2024"", ""v6"": ""12"", ""v7"": ""31"", ""v8"": ""365,286,390"", ""v9"": ""539,906,532"", ""v10"": ""2024"", ""v11"": ""12"", ""v12"": ""31"", ""v13"": ""491,931,865""}","的金融负债使本集团面临现金流量利率风险,固定利率的金融负债使本集团面；临公允价值利率风险。；于2025年12月31日,本集团之固定利率带息负债余额为394,142,732千元（2024；年12 月31 日：365,286,390 千元）,本集团之浮动利率带息负债余额为；539,906,532千元（2024年12月31日：491,931,865千元）。"
annual_cscec_2025_report_field_e9abfde586,利率,,308,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""2025"": ""2025"", ""2024"": ""2024"", ""v1"": ""2025"", ""v2"": ""2024""}","本集团总部相关部门持续监控集团利率水平。利率上升会增加新增带息负债的；整,这些调整可能是进行利率互换的安排来降低利率风险。2025年度及2024年"
annual_cscec_2025_report_field_25b4403a42,利率,,308,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""2025"": ""2025"", ""2024"": ""12"", ""v1"": ""2025"", ""v2"": ""2024"", ""v3"": ""2025"", ""v4"": ""12"", ""v5"": ""31"", ""v6"": ""50"", ""v7"": ""1,553,930"", ""v8"": ""2024"", ""v9"": ""12"", ""v10"": ""31"", ""v11"": ""1,786,521""}","整,这些调整可能是进行利率互换的安排来降低利率风险。2025年度及2024年；度,本集团并无重大利率互换安排。；于2025年12月31日,如果以浮动利率计算的借款利率上升或下降50个基点,而；其他因素保持不变,本集团的净利润会减少或增加约1,553,930千元（2024年12；月31日：约1,786,521千元）。；汇率风险"
annual_cscec_2025_report_field_31a9f79f76,所有者权益,,309,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""2025"": ""31"", ""2024"": ""2024"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2024"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""2025"", ""v8"": ""12"", ""v9"": ""31"", ""v10"": ""2024"", ""v11"": ""12"", ""v12"": ""31"", ""v13"": ""2,417,792,878""}","本集团的总资本为合并资产负债表中所列示的股东权益。本集团利用资产负债；集团于2025年12月31日和2024年12月31日的资产负债率列示如下：；2025年12月31日；2024年12月31日；(经重述)；2,417,792,878"
annual_cscec_2025_report_field_81b6878eed,总负债,,309,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""2,738,171,656"", ""v2"": ""3,189,774,343""}","总负债；2,738,171,656；3,189,774,343"
annual_cscec_2025_report_field_c26999ae73,总资产,,309,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""3,560,679,818"", ""v2"": ""75.80%""}","总资产；3,560,679,818；75.80%"
annual_cscec_2025_report_field_0dae5b1a51,资产负债率,,309,审计报告 > 十、 与金融工具相关的风险（续）,本集团在每个资产负债表,0.58,"{""v1"": ""76.90%"", ""v2"": ""171""}",资产负债率；76.90%；171
annual_cscec_2025_report_field_506a85119c,流动资产,,311,审计报告 > 十一、公允价值的披露,财务报表,0.58,"{""v1"": ""734,594"", ""v2"": ""734,594""}","其他流动资产；上市权益工具投资；734,594；-；-；734,594；其他非流动金融资产；股权投资；-；-"
annual_cscec_2025_report_field_551b6ea4ff,流动资产,,312,审计报告 > 十一、公允价值的披露（续）,每个资产负债表,0.58,"{""v1"": ""853,717"", ""v2"": ""853,717""}","其他流动资产；上市权益工具投资；853,717；-；-；853,717；其他非流动金融资产；股权投资；-；-"
annual_cscec_2025_report_field_b4d636604c,利率,,313,审计报告 > 十一、公允价值的披露（续）,每个资产负债表,0.58,"{""2025"": ""3"", ""v1"": ""3"", ""v2"": ""2025""}","型,根据不可观察的市场价格或利率假设,采用折现估值模型估计公允价值。；产负债表日最合适的价值。；3.；持续第三层次公允价值计量的调节信息；持续的第三层次公允价值计量的调节信息如下：；2025年；年初余额 当期利得或损失总额；增加"
annual_cscec_2025_report_field_853d45a12d,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""23"", ""2026"": ""10"", ""2030"": ""2026"", ""v1"": ""2025"", ""v2"": ""10"", ""v3"": ""23"", ""v4"": ""2026"", ""v5"": ""10"", ""v6"": ""27"", ""v7"": ""1,404,900"", ""v8"": ""2025"", ""v9"": ""4"", ""v10"": ""17"", ""v11"": ""2030"", ""v12"": ""4"", ""v13"": ""17"", ""v14"": ""672,123""}","担保到期日 担保是否履行完毕；关联方；否；2025年10月23日 2026年10月27日；1,404,900；否；2025年4月17日 2030年4月17日；672,123"
annual_cscec_2025_report_field_9a0fbcb8f8,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""269,976"", ""v1"": ""269,976"", ""v2"": ""2025"", ""v3"": ""6"", ""v4"": ""16""}","到期日；青岛昌明置业有限公司；269,976 2025年6月16日"
annual_cscec_2025_report_field_93e09a823f,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""2025"", ""v1"": ""2025"", ""v2"": ""1"", ""v3"": ""1""}",无固定到期日；达州达环建设管理有限公司；2025年1月1日
annual_cscec_2025_report_field_1abcb86161,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""2025"", ""2026"": ""27,000"", ""v1"": ""90,000"", ""v2"": ""27,000"", ""v3"": ""2025"", ""v4"": ""12"", ""v5"": ""30"", ""v6"": ""2026"", ""v7"": ""12"", ""v8"": ""29"", ""v9"": ""20,000"", ""v10"": ""2025"", ""v11"": ""3"", ""v12"": ""13""}","无固定到期日；90,000；青岛方跃置业有限公司；27,000 2025年12月30日 2026年12月29日；深圳市润朝房地产有限公司；20,000 2025年3月13日"
annual_cscec_2025_report_field_2f769c2302,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""11,500"", ""v1"": ""11,500"", ""v2"": ""2025"", ""v3"": ""11"", ""v4"": ""20""}","无固定到期日；西安合汇兴尚置业有限公司；11,500 2025年11月20日"
annual_cscec_2025_report_field_fcbb30ec77,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""2025"", ""v1"": ""2025"", ""v2"": ""7"", ""v3"": ""9""}",无固定到期日；东莞市江畔新城房地产开发有限公司；2025年7月9日
annual_cscec_2025_report_field_501404b76d,到期日,,328,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""v1"": ""1,200"", ""v2"": ""419,676"", ""v3"": ""190""}","无固定到期日；1,200；合计；419,676；190"
annual_cscec_2025_report_field_8affea2206,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""1,198,500"", ""v1"": ""1,198,500"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""12""}","到期日；深圳市招航置业有限公司；1,198,500 2024年1月12日"
annual_cscec_2025_report_field_2f5a412f1c,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""256,000"", ""v1"": ""256,000"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""31""}","无固定到期日；东莞市松润房地产有限公司；256,000 2024年1月31日"
annual_cscec_2025_report_field_1b72f301be,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""2024"", ""v1"": ""2024"", ""v2"": ""1"", ""v3"": ""2""}",无固定到期日；深圳市润朝房地产有限公司；2024年1月2日
annual_cscec_2025_report_field_fd10cdcbf6,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""107,000"", ""v1"": ""107,000"", ""v2"": ""98,000"", ""v3"": ""2024"", ""v4"": ""1"", ""v5"": ""15""}","无固定到期日；107,000；北京怡璟置业有限公司；98,000 2024年1月15日"
annual_cscec_2025_report_field_943519e526,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""73,100"", ""v1"": ""73,100"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""12""}","无固定到期日；三亚碧海锦诚商业管理有限公司；73,100 2024年1月12日"
annual_cscec_2025_report_field_8187e5ea5a,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""67,494"", ""v1"": ""67,494"", ""v2"": ""2024"", ""v3"": ""8"", ""v4"": ""30""}","无固定到期日；青岛昌明置业有限公司；67,494 2024年8月30日"
annual_cscec_2025_report_field_04b456034a,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""36,842"", ""v1"": ""36,842"", ""v2"": ""2024"", ""v3"": ""12"", ""v4"": ""24""}","无固定到期日；柳州科城会展有限公司；36,842 2024年12月24日"
annual_cscec_2025_report_field_1079297dd7,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""20,502"", ""v1"": ""20,502"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""10""}","无固定到期日；天津骏业共创置业有限公司；20,502 2024年1月10日"
annual_cscec_2025_report_field_d5fa6317d3,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""15,000"", ""v1"": ""15,000"", ""v2"": ""2024"", ""v3"": ""6"", ""v4"": ""27""}","无固定到期日；厦门悦琴房地产有限公司；15,000 2024年6月27日"
annual_cscec_2025_report_field_4f38a491b8,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""12,500"", ""v1"": ""12,500"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""12""}","无固定到期日；西安合汇兴尚置业有限公司；12,500 2024年1月12日"
annual_cscec_2025_report_field_6d59586949,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""9,150"", ""v1"": ""9,150"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""12""}","无固定到期日；兴创企业有限公司；9,150 2024年1月12日"
annual_cscec_2025_report_field_1c3e8f9162,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""7,849"", ""v1"": ""7,849"", ""v2"": ""2024"", ""v3"": ""12"", ""v4"": ""24""}","无固定到期日；柳州科城生态园林有限公司；7,849 2024年12月24日"
annual_cscec_2025_report_field_a85eee9283,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""5"", ""2026"": ""2"", ""v1"": ""2024"", ""v2"": ""2"", ""v3"": ""5"", ""v4"": ""2026"", ""v5"": ""6"", ""v6"": ""30"", ""v7"": ""5,000"", ""v8"": ""492"", ""v9"": ""2024"", ""v10"": ""8"", ""v11"": ""12""}","无固定到期日；包头市中海宏洋地产有限公司；2024年2月5日 2026年6月30日；5,000；温州中建科工奥体项目管理有限公司；492 2024年8月12日"
annual_cscec_2025_report_field_1f610772a6,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""454"", ""v1"": ""454"", ""v2"": ""2024"", ""v3"": ""10"", ""v4"": ""17""}",无固定到期日；石家庄科运会展服务有限公司；454 2024年10月17日
annual_cscec_2025_report_field_da8a439112,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""364"", ""v1"": ""364"", ""v2"": ""2024"", ""v3"": ""2"", ""v4"": ""25""}",无固定到期日；温州中建科工奥体项目管理有限公司；364 2024年2月25日
annual_cscec_2025_report_field_ad76942733,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""220"", ""v1"": ""220"", ""v2"": ""2024"", ""v3"": ""11"", ""v4"": ""1""}",无固定到期日；中建钢构武汉蔡甸建设工程有限公司；220 2024年11月1日
annual_cscec_2025_report_field_abdc517eb0,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""198"", ""v1"": ""198"", ""v2"": ""2024"", ""v3"": ""12"", ""v4"": ""6""}",无固定到期日；中建钢构武汉蔡甸建设工程有限公司；198 2024年12月6日
annual_cscec_2025_report_field_12b8f27931,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""192"", ""v1"": ""192"", ""v2"": ""2024"", ""v3"": ""12"", ""v4"": ""6""}",无固定到期日；温州中建科工奥体项目管理有限公司；192 2024年12月6日
annual_cscec_2025_report_field_7edeed0dc8,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""170"", ""v1"": ""170"", ""v2"": ""2024"", ""v3"": ""11"", ""v4"": ""20""}",无固定到期日；中建钢构武汉蔡甸建设工程有限公司；170 2024年11月20日
annual_cscec_2025_report_field_b233bc53b1,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""84"", ""v1"": ""84"", ""v2"": ""2024"", ""v3"": ""5"", ""v4"": ""16""}",无固定到期日；中建钢构武汉蔡甸建设工程有限公司；84 2024年5月16日
annual_cscec_2025_report_field_811c6a078d,到期日,,329,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""v1"": ""1,909,111"", ""v2"": ""191""}","无固定到期日；合计；1,909,111；191"
annual_cscec_2025_report_field_d178b6397a,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""2,599,527"", ""v1"": ""2,599,527"", ""v2"": ""2025"", ""v3"": ""9"", ""v4"": ""25""}","到期日；2,599,527 2025年9月25日"
annual_cscec_2025_report_field_98ce468b83,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""1,640,872"", ""v1"": ""1,640,872"", ""v2"": ""2025"", ""v3"": ""11"", ""v4"": ""20""}","无固定到期日；Clear Elegant Limited；1,640,872 2025年11月20日"
annual_cscec_2025_report_field_ba6cb01f14,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""1,343,093"", ""v1"": ""1,343,093"", ""v2"": ""2025"", ""v3"": ""7"", ""v4"": ""25""}","无固定到期日；Infinite Sun Limited；1,343,093 2025年7月25日"
annual_cscec_2025_report_field_4ce9315222,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""254,590"", ""v1"": ""254,590"", ""v2"": ""2025"", ""v3"": ""11"", ""v4"": ""17""}","无固定到期日；254,590 2025年11月17日"
annual_cscec_2025_report_field_e0b800c6f2,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2025"": ""2026"", ""2026"": ""2025"", ""2029"": ""10"", ""v1"": ""140,762"", ""v2"": ""2025"", ""v3"": ""4"", ""v4"": ""10"", ""v5"": ""2026"", ""v6"": ""12"", ""v7"": ""10"", ""v8"": ""96,256"", ""v9"": ""2025"", ""v10"": ""4"", ""v11"": ""14"", ""v12"": ""2029"", ""v13"": ""3"", ""v14"": ""13"", ""v15"": ""5,360"", ""v16"": ""2025"", ""v17"": ""12"", ""v18"": ""31""}","无固定到期日；Marble Edge Limited；湖南天新成业城市更新投资发展有限公司；140,762 2025年4月10日 2026年12月10日；河南省郑许高速公路有限公司；96,256 2025年4月14日 2029年3月13日；长沙亿达创智置业发展有限公司；5,360 2025年12月31日"
annual_cscec_2025_report_field_383435edd6,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""6,080,460"", ""v1"": ""6,080,460"", ""v2"": ""2024""}","无固定到期日；合计；6,080,460；2024年；起始日；关联方；拆借金额"
annual_cscec_2025_report_field_1dad4de08a,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""10"", ""2025"": ""2024"", ""v1"": ""2,000,000"", ""v2"": ""2024"", ""v3"": ""10"", ""v4"": ""18"", ""v5"": ""2025"", ""v6"": ""10"", ""v7"": ""17"", ""v8"": ""647,433"", ""v9"": ""2024"", ""v10"": ""1"", ""v11"": ""12""}","到期日；2,000,000 2024年10月18日 2025年10月17日；中建集团；647,433 2024年1月12日；泰达集团有限公司"
annual_cscec_2025_report_field_bf61ee443c,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""2024"", ""v1"": ""2024"", ""v2"": ""1"", ""v3"": ""5""}",无固定到期日；2024年1月5日
annual_cscec_2025_report_field_38e451cc55,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""582,923"", ""v1"": ""582,923"", ""v2"": ""240,294"", ""v3"": ""2024"", ""v4"": ""5"", ""v5"": ""24""}","无固定到期日；Clear Elegant Limited；582,923；240,294 2024年5月24日；景誉有限公司"
annual_cscec_2025_report_field_c63be05afd,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""2024"", ""2027"": ""181,874"", ""v1"": ""215,865"", ""v2"": ""181,874"", ""v3"": ""2024"", ""v4"": ""1"", ""v5"": ""22"", ""v6"": ""2027"", ""v7"": ""1"", ""v8"": ""25"", ""v9"": ""170,254"", ""v10"": ""2024"", ""v11"": ""1"", ""v12"": ""10""}","无固定到期日；215,865；181,874 2024年1月22日 2027年1月25日；河南省郑许高速公路有限公司；Luminous Dream Limited；170,254 2024年1月10日"
annual_cscec_2025_report_field_62d3f562b0,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""128,909"", ""v1"": ""128,909"", ""v2"": ""105,083"", ""v3"": ""2024"", ""v4"": ""10"", ""v5"": ""16""}","无固定到期日；Marble Edge Limited；128,909；105,083 2024年10月16日；郑州市纵昇建设有限公司"
annual_cscec_2025_report_field_8beb9b72a6,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""22"", ""2026"": ""6"", ""2025"": ""2024"", ""v1"": ""84,457"", ""v2"": ""2024"", ""v3"": ""11"", ""v4"": ""7"", ""v5"": ""2026"", ""v6"": ""6"", ""v7"": ""22"", ""v8"": ""2024"", ""v9"": ""1"", ""v10"": ""1"", ""v11"": ""2026"", ""v12"": ""11"", ""v13"": ""30"", ""v14"": ""78,000"", ""v15"": ""67,525"", ""v16"": ""2024"", ""v17"": ""9"", ""v18"": ""23"", ""v19"": ""2026"", ""v20"": ""6"", ""v21"": ""22"", ""v22"": ""66,700"", ""v23"": ""2024"", ""v24"": ""12"", ""v25"": ""19"", ""v26"": ""2025"", ""v27"": ""12"", ""v28"": ""31""}","无固定到期日；84,457 2024年11月7日 2026年6月22日；湖南天新成业城市更新投资发展有限公司；2024年1月1日 2026年11月30日；贵州正习高速公路投资管理有限公司；78,000；67,525 2024年9月23日 2026年6月22日；湖南天新成业城市更新投资发展有限公司；66,700 2024年12月19日 2025年12月31日；绵阳中建科发管廊道路投资建设有限公司"
annual_cscec_2025_report_field_6b2127d775,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""60,411"", ""v1"": ""60,411"", ""v2"": ""50,514"", ""v3"": ""2024"", ""v4"": ""10"", ""v5"": ""17""}","无固定到期日；60,411；50,514 2024年10月17日；郑州市朗昇建设有限公司"
annual_cscec_2025_report_field_f3bf2621d0,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""46,529"", ""v1"": ""46,529"", ""v2"": ""2024"", ""v3"": ""10"", ""v4"": ""8""}","无固定到期日；46,529 2024年10月8日；郑州市纵昇建设有限公司"
annual_cscec_2025_report_field_a9603019e1,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""21,934"", ""v1"": ""21,934"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""10""}","无固定到期日；21,934 2024年1月10日"
annual_cscec_2025_report_field_3554c602fa,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""6,122"", ""v1"": ""6,122"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""10""}","无固定到期日；Vanlink Company Limited；6,122 2024年1月10日；长沙亿达创智置业发展有限公司"
annual_cscec_2025_report_field_2774ac4207,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""2024"": ""3,980"", ""v1"": ""3,980"", ""v2"": ""2024"", ""v3"": ""1"", ""v4"": ""10""}","无固定到期日；3,980 2024年1月10日；重庆中建海龙两江建筑科技有限公司"
annual_cscec_2025_report_field_ca660164ca,到期日,,330,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""v1"": ""4,758,807"", ""v2"": ""192""}","无固定到期日；合计；4,758,807；192"
annual_cscec_2025_report_field_cc4923d7d7,流动资产,,337,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""v1"": ""1,700,000"", ""v2"": ""2,558"", ""v3"": ""2,000,000"", ""v4"": ""59""}","其他流动资产；中建集团；1,700,000；(2,558 )；2,000,000；(59 )"
annual_cscec_2025_report_field_f7ab7d2cb4,流动资产,,337,审计报告 > 十二、关联方关系及其交易（续）,中已披露的重要合营和联营企业的情况,0.58,"{""v1"": ""829,682"", ""v2"": ""857,338""}","其他流动资产；兴贵投资有限公司；829,682；-；857,338；-"
